"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11"
3、能推动数据挖掘成果的应用，并跟踪实施效果，持续完善挖掘方案；
4、负责数据挖掘结果汇报，撰写汇报PPT，演示汇报成果，收集汇报意见并改善；
5、通过数据挖掘解决实际业务问题，完善业务模型，改善用户体验。
任职要求：
1、本科及以上学历，2年以上互联网数据挖掘方面的经验，数学、统计、计算机及相关专业；
2、有用户画像和应用项目经验，对数据收集、整合、建模、应用等有在金融行业的实际应用案例者优先；
3、扎实的机器学习理论基础，熟悉分类、回归、聚类等常用的机器学习/数据挖掘方法，有机器学习实践经验；
4、扎实的编程基础，熟练掌握R/Python语言；
5、熟悉SQL、HBase等数据库，有处理海量数据经验，能利用spark大数据平台建模者优先；
6、工作认真负责，有较强的学习钻研能力和分析解决实际问题的能力，有消费金融类行业从业经验者优先考虑。

        
    "
"372998" "北京" "广告营销,文化娱乐" "爱奇艺" "2000人以上" "成熟型(D轮及以上)" "本科" "不限" "数据挖掘算法高级工程师" "20k-40k" "
        职位描述：
        
          职责描述:                  分析视频之间的关系，挖掘用户的日志，分析视频和用户的关系      给用户最好的视频搜索体验   l2r的研究                职位要求:                  熟悉linux操作系统及常用指令，熟悉shell，python等脚本语言      熟悉hadoop，hive等      熟悉c++语言      熟悉常用的数据结构及算法，了解常用的数据挖掘或机器学习算法      有数据挖掘相关经验                  如果你有想法，有理想，欢迎加入，这里可以给你平台。                  工作地点：北京      联系方式：wuguilin # qiyi.com      
        
    "
"1735350" "北京" "移动互联网,教育" "作业盒子" "150-500人" "成长型(B轮)" "本科" "3-5年" "数据挖掘" "20k-40k" "
        职位描述：
        
        岗位职责：
- 建立和完善推荐系统的基础算法、框架和策略
- 负责推荐内容Ranking，建立并优化在线实时反馈系统
- 基于用户行为和业务数据，建立适合推荐引擎和精准营销的用户模型
- 搭建在线机器学习系统，为精准数据分析提供数据支持
 
职位要求：
- 计算机/数学/统计学相关专业统招本科以上学历
- 精通常用机器学习算法，对模型和优化有深刻的理解
- 熟练掌握主流推荐算法，有排序算法、自然语言处理、数据挖掘实践经验
- 熟练掌握Python，对互联网开发和维护有丰富的经验
- 有大规模用户数据处理经验者优先，有搜索引擎开发经验者优先

        
    "
"1144677" "深圳" "移动互联网,金融" "达飞金控" "2000人以上" "成长型(B轮)" "本科" "1-3年" "数据挖掘工程师" "15k-20k" "
        职位描述：
        
        岗位职责：
1、负责征信模型、反欺诈模型的需求整理、数据接入、数据清洗；
2、负责大数据平台底层重构、业务建模开发；
3、协助自动信审平台的开发和优化。
 
岗位要求：
1、熟悉ORACLE、MYSQL数据库开发； 2、有编程经验，至少熟悉C++,JAVA,python,SHELL中两门语言； 3、熟悉hadoop、hive、hbase使用； 4、熟悉机器学习或数据挖掘相关算法； 5、熟悉linux下系统和网络编程，了解HTTP、TCP/IP协议 6、具有海量数据处理经验，或有互联网行业数据挖掘工作经验者优先； 7、有第三方支付或金融业务经历者优先考虑
8、2年及以上数据仓库、数据挖掘方面相关工作经验；计算机及软件相关专业优先；
9、本科以上学历。
 

        
    "
"1320087" "北京" "电子商务" "挖酒网" "50-150人" "成长型(B轮)" "本科" "1-3年" "数据挖掘" "20k-25k" "
        职位描述：
        
        职位描述：
1. 着眼于大数据和机器学习领域，将人工智能技术与独有的酒行业数据结合，推动公司业务高速发展。
2. 智能供销系统和分布式仓储体系是当前两大工作重点，其中涉及预测模型，分类体系，用户建模，搜索及推荐算法等方向。
挖酒网作为红酒行业的领军企业，以独有的行业数据积累和积极拥抱“互联网+”的心态，提供了良好的发展前景，一流的软硬件环境。期盼各位英才的加入！
职位要求：
1. 计算机相关专业大学本科及以上学历
2. 熟悉和掌握至少一门脚本语言编程(如Shell, Python, Perl等）
3. 熟练掌握C/C++/Java语言之一
4. 优秀的学习能力，对数据结构、算法分析、计算机系统结构、操作系统. 网络等计算机基础具备扎实的功底
5. 有信息检索/数据挖掘/自然语言处理/机器学习背景
6. 具备优秀的团队合作意识
 
 

        
    "
"2540090" "深圳" "移动互联网,金融" "极光" "150-500人" "成熟型(C轮)" "硕士" "3-5年" "数据挖掘工程师" "15k-30k" "
        职位描述：
        
        职位描述：
1、 负责广告投放平台相关算法设计和优化。
2、 负责用户标签体系的建立和完善
3、参与多款数据产品的算法设计和优化。
工作要求：
1、硕士以上学历，计算机、数学、统计学等相关专业，接受过统计学和机器学习的专业训练。
2、 至少熟悉java或者python其中一门，有三年以上使用经验。
3、 熟悉各种统计算法、有机器学习、数据挖掘三年以上相关经验。熟悉推荐系统、文本挖掘相关算法这优先。
4、 有并行计算经验、熟悉hadoop、spark生态系统使用者优先。
5，团队合作能力强、沟通能力优秀者优先。

        
    "
"2724752" "长沙" "金融,移动互联网" "开物天使投资" "15-50人" "初创型(不需要融资)" "硕士" "不限" "数据挖掘工程师" "4k-7k" "
        职位描述：
        
        【职位描述】：
人工智能算法与产品化。
【岗位要求】：
1.扎实的数学和算法基础：概率统计、数值优化算法；
2.快速学习新知识的能力，能够在较短时间内理解前沿论文并评价；
3.实践动手能力强， ACMICPC, NOI/IOI，top coder，kaggle比赛获奖者优先；
4.有大规模分布式系统工程经验者优先；
5.能与团队融洽合作相处；
6.资深架构师要求具备独立开展工作的能力。

（开物所投互联网公司）
        
    "
"2813198" "上海" "移动互联网,O2O" "搜布" "50-150人" "成长型(A轮)" "本科" "3-5年" "数据挖掘工程师" "15k-30k" "
        职位描述：
        
        工作职责：
1.通过海量数据挖掘、机器学习等方法进行核心策略的研究及开发；2.用户分析、理解及建模，持续提升用户产品体验；3.高性能、高并发的机器学习、数据挖掘方法及架构的研发；4.算法及数据挖掘在新业务领域的推进及应用。                            任职要求：                                                                                       1.计算机/数学/统计学等相关专业本科以上学历，对数据比较敏感，且有良好沟通能力；2.对算法、海量数据挖掘有业界实践经验，熟悉机器学习、数据挖掘方法优先考虑；3.熟练掌握 Java 、 Python 、 C++、R 任意一种；4.掌握常见的数据挖掘、机器学习工具；5.对常见数据结构有扎实的功底；
        
    "
"2726680" "北京" "数据服务,企业服务" "云兴维智" "少于15人" "初创型(天使轮)" "硕士" "3-5年" "高级/资深数据挖掘工程师" "20k-40k" "
        职位描述：
        
        工作职责:
负责平台数据挖掘系统持续研发与维护，根据业务需求进行相关数据分析和挖掘工作。包括日志模式挖掘，Metrics指标过滤和清洗，数据评价系统研发，监控与维护。
 

职责要求:
利用数据挖掘、机器学习相关算法，解决产品业务需求；
 调研新技术在数据分析领域的应用价值，以技术驱动产品。
 具有丰富的机器学习和数据挖掘工作背景，对特征处理、分类、聚类、关联、文本挖掘等算法有深刻认识和实战经验；
 熟悉Linux开发环境，熟悉R，Python和 SQL 语言；
 性格开朗，积极主动，乐于帮助他人，具备团队精神，具备优秀的自我学习和独立思考能力。

    "
"2808484" "北京" "移动互联网,文化娱乐" "映客直播" "500-2000人" "成长型(B轮)" "本科" "3-5年" "数据挖掘-算法方向" "35k-55k" "
        职位描述：
        
        一、职责描述：
1、通过海量数据挖掘、机器学习等方法，构建用户画像、个性化推荐、预测、 风险控制等系统；
2、参与数据挖掘项目的设计、实现、算法调研、优化；
3、用户分析、理解及建模，持续提升用户产品体验；
4、调研并促进数据挖掘在公司多个业务领域的应用；
     
二、职位要求：
1、计算机、数学相关专业背景；
2、2年以上算法、海量数据挖掘相关项目经验；
3、熟练掌握Java/Python/Scala编程语言中的一种，熟悉Mahout/R/MLLib中的一种算法框架；
4、熟悉常用机器学习，数据挖掘，推荐系统等相关算法；
5、有推荐系统、用户画像、反作弊、预测算法等领域一项以上经验者优先；
6、学习能力强，易沟通，团队合作精神佳；

        
    "
"1899288" "杭州" "移动互联网,游戏" "边锋" "500-2000人" "成熟型(不需要融资)" "硕士" "不限" "数据挖掘" "8k-16k" "
        职位描述：
        
        职位描述

1.对游戏数据进行深度数据挖掘，提交数据分析报告；  

2 负责数据分析项目管理和运作；  

3 负责数据分析领域的数据规划，完善数据分析体系建设 

任职资格

1 统计学、应用数学、社会学等相关专业，本科及以上学历；  
